contract_id,registry_id,customer_name,customer_inn,customer_kpp,budget_level,budget_name,extra_budget_source,purchase_method,notice_number,supplier_selection_result_date,basis_document_details,contract_date,contract_number,contract_subject,contract_price,budget_code,kosgu,kvr,ikz,supplier_name,supplier_inn,supplier_kpp,last_update_datetime,contract_execution_date
2361,3052201149125000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 1 ""СОЛНЫШКО""",0522011491,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-06-01,3,Аренда нежилого дома для аренды детского сада,665000.0,,,244,243052201149105220100100040026820244,Джамалутдинов Исламович Магомедтагир,052200053492,,2025-07-24 12:05:00,2024-12-31
2362,3052202114725000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "" ДЕТСКИЙ САД №18 ""ЯСМИНА""",0522021147,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-06-01,2,"Аренда нежилого дома для размещения детского сада для МБДОУ ""Детский сад №18"" ""Ясмина""",665000.0,,,244,243052202114705220100100010026820244,Исрапилов Магомедович Имниямин,052201655436,,2025-09-03 11:17:00,2024-12-31
2363,3052202147524000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 20""СЧАСТЛИВЫЙ МАЛЫШ""",0522021475,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-06-01,2,Аренда нежилого дома для размещения детского сада,665000.0,,,244,243052202147505220100100070016820244,Моллакаева Бадрутдиновна Аминат,056107668210,,2025-09-30 12:39:00,2024-12-31
2364,3052202240824000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №21 ""ВОЛШЕБНИК""",0522022408,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-06-01,3,договор аренды,630000.0,,,244,243052202240805220100100010026820244,Омарова Гаджиевна Шагидханум,052205405860,,2025-04-07 11:06:00,2024-12-31
2365,3052202282424000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №24 ""ОРЛЁНОК""",0522022824,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-06-01,3,Аренда нежилого дома для размещения детского сада,693000.0,,,244,243052202282405220100100070016820244,Гаджиев Ханович Магомеднаби,052200204504,,2025-10-17 09:20:00,2024-12-31
2366,3052202290525000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 25 ""АИСТЕНОК""",0522022905,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-06-01,2,Аренда нежилого дома для размещения детского сада,693000.0,,,244,243052202290505220100100070016820244,Акаева Ахмедовна Шуганат,052200537052,,2025-11-21 15:49:00,2024-12-31
2367,3053400374524000013,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНАЯ СЛУЖБА ЗАКАЗЧИКА""",0534003745,054401001,Местный бюджет,"Бюджет Муниципального Образования ""Хасавюртовский район"" Республики Дагестан",,Открытый конкурс в электронной форме,0803600001424000019,2024-05-22,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 22.05.2024 00:00:00",2024-06-02,08036000014240000190001,"Газификация здания Администрации МО ""Хасавюртовский район и нового микрорайона в северной части с. Эндирей",3123842.96,001-0113-9950010С00-414,,414,243053400374505440100100210214221414,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗ-ТЕХНОСТРОЙ""",0534031679,054401001,2024-09-09 16:18:00,2024-09-30
2368,3051400308824000012,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАЙТАГСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0514003088,051401001,Местный бюджет,"Бюджет Муниципального образования ""Кайтагский район"" Республики Дагестан",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300004524000007,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,0303300004524000007,Поставка досок магнитно-меловых в рамках строительства общеобразовательной организации на 560 ученических мест в с. Джавгат Кайтагского района РД,600600.0,001-0702-191E1Д305R-414,,414,243051400308805140100100120040000414,ГАДЖИЕВ САЛМАНОВИЧ РАСУЛ,051302371125,,2025-03-11 13:58:00,2024-07-01
2369,3052100612124000005,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЛЕВАШИНСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0521006121,052101001,Местный бюджет,"Бюджет Муниципального района ""Левашинский Район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2024-05-22,на основании результатов протокола № 0103200008424001814 от 22.05.2024 года,2024-06-03,2024/1814,"купли-продажи жилого помещения для обеспечения жильем детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей",1836000.0,001-1004-16203R0820-412,,412,243052100612105210100100020014120412,Курбанова Патимат,052103223702,,2024-07-22 15:28:00,2024-12-31
2370,3052200907624000019,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001916,2024-05-21,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 21.05.2024 00:00:00",2024-06-03,0103200008424001916,Ремонт дорожного покрытия по ул. Пионерская в с. Гурбуки Карабудахкентского района,900000.0,001-0409-1530020760-244,,244,243052200907605220100100420014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННОЕ СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ""",0562073335,057201001,2024-09-20 10:31:00,2024-09-30
2371,3052200907624000020,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001919,2024-05-22,,2024-06-03,0103200008424001919,Ремонт дорожного покрытия ул. А. Сайдуева в п. Манас Карабудахкентского района,1104000.0,001-0409-1530020760-244,,244,243052200907605220100100100014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНОЛИТ-ГРУПП""",0521016345,052101001,2024-12-05 13:05:00,2024-09-30
2372,3052200907624000021,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001987,2024-05-23,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 23.05.2024 00:00:00",2024-06-03,0103200008424001987,Ремонт дорожного покрытия по ул. Гаджи-Гаджиева в с. Карабудахкент Карабудахкентского района,2592000.0,001-0409-1530020760-244,,244,243052200907605220100100350014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР""",0522019042,052201001,2024-09-20 18:14:00,2024-09-30
2373,3052200907624000022,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001981,2024-05-23,,2024-06-03,0103200008424001981,Ремонт дорожного покрытия (бетонирование) ул. Гагарина в с. Губден Карабудахкентского района,5423040.0,001-0409-1530020760-244,,244,243052200907605220100100240014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙАВТОДОР""",0546025775,054601001,2024-08-23 14:00:00,2024-09-30
2374,3052200907624000023,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001937,2024-05-23,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 23.05.2024 00:00:00",2024-06-03,0103200008424001937,Ремонт дорожного покрытия по ул. Гамзатова в с. Карабудахкент Карабудахкентского района,3348000.0,001-0409-1530020760-244,,244,243052200907605220100100390014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР""",0522019042,052201001,2024-11-21 09:57:00,2024-09-30
2375,3052200907624000024,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001978,2024-05-23,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 23.05.2024 00:00:00",2024-06-03,0103200008424001978,Ремонт дорожного покрытия (бетонирование) ул.Ибрагимова в с. Губден Карабудахкентского района,4470350.0,001-0409-1530020760-244,,244,243052200907605220100100260014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЮГСТРОЙ""",0522010787,052201001,2024-07-04 12:24:00,2024-09-30
2376,3052200907624000025,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Открытый конкурс в электронной форме,0103200008424001980,2024-05-23,,2024-06-03,0103200008424001980,Ремонт дорожного покрытия (бетонирование) ул. Багандалиева в с. Губден Карабудахкентского района,4067980.0,001-0409-1530020760-244,,244,243052200907605220100100230014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЮГСТРОЙ""",0522010787,052201001,2024-07-04 12:25:00,2024-09-30
2377,3052800705024000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ КУЛЬТУРНО-ДОСУГОВЫЙ ЦЕНТР ""ГООРСКИЙ""",0528007050,052801001,Местный бюджет,"Бюджет Муниципального Образования ""сельсовет Гоорский"" Шамильского района Республики Дагестан",,Открытый конкурс в электронной форме,0103200008424001813,2024-05-22,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 22.05.2024 00:00:00",2024-06-03,1813_2024,Текущий ремонт дома культуры в с. Гоор -Хиндах Шамильского района,3806094.18,001-0801-20202R4670-244,,244,243052800705005280100100010014339244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕМП""",0533016741,053601001,2024-12-19 19:09:00,2024-09-01
2378,3054100850424000010,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "" УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА МАХАЧКАЛА """,0541008504,057101001,Местный бюджет,"Бюджет Муниципального Образования городской округ ""город Махачкала""",,Открытый конкурс в электронной форме,0303300064724000040,2024-05-22,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 22.05.2024 00:00:00",2024-06-03,40-24,"Установка скульптуры ""Девочка с цветами""",1780000.0,014-0503-9660005000-244,,244,243054100850405710100100160014299244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИКСТРОЙ""",0572006514,052201001,2024-07-02 12:08:00,2024-06-17
2379,3055200086724000003,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО СТРОИТЕЛЬСТВУ, АРХИТЕКТУРЕ И ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ МР ""КУМТОРКАЛИНСКИЙ РАЙОН""",0552000867,055201001,Местный бюджет,"Бюджет Муниципального Образования ""Кумторкалинский район"" Республики Дагестан",,Открытый конкурс в электронной форме,0103200008424001656,2024-05-22,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 22.05.2024 00:00:00",2024-06-03,1656_2024,Работы по ремонту улицы Ленина в с.Учкент Кумторкалинского района РД,4617701.0,002-0409-1540520760-244,,244,243055200086705520100100040024211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИА-РУМ""",0533012803,053301001,2025-07-15 13:16:00,2024-08-31
2380,3055200086724000004,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО СТРОИТЕЛЬСТВУ, АРХИТЕКТУРЕ И ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ МР ""КУМТОРКАЛИНСКИЙ РАЙОН""",0552000867,055201001,Местный бюджет,"Бюджет Муниципального Образования ""Кумторкалинский район"" Республики Дагестан",,Открытый конкурс в электронной форме,0103200008424001654,2024-05-23,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 23.05.2024 00:00:00",2024-06-03,1654_2024,Работы по ремонту улицы Мира в с.Темиргое Кумторкалинского района РД,3249000.0,002-0409-1540520760-244,,244,243055200086705520100100040034211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИА-РУМ""",0533012803,053301001,2024-09-11 10:18:00,2024-08-31
2381,3055200086724000005,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО СТРОИТЕЛЬСТВУ, АРХИТЕКТУРЕ И ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ МР ""КУМТОРКАЛИНСКИЙ РАЙОН""",0552000867,055201001,Местный бюджет,"Бюджет Муниципального Образования ""Кумторкалинский район"" Республики Дагестан",,Открытый конкурс в электронной форме,0103200008424001938,2024-05-22,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭОК1 от 22.05.2024 00:00:00",2024-06-03,1938_2024,Работы по ремонту улицы Коркмасова в с. Тюбе Кумторкалинского района РД,7181979.0,002-0409-1540520760-244,,244,243055200086705520100100040014211244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИА-РУМ""",0533012803,053301001,2024-09-11 10:17:00,2024-08-31
2382,3056105674624000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000003,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,1,Бананы,77033.24,,,244,243056105674605710100100070010000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-03 18:13:00,2024-12-31
2383,3056105674624000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000002,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,2,Картофель продовольственный,55325.85,,,244,243056105674605710100100070020000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-03 18:14:00,2024-12-31
2384,3056105674624000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000010,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,3,Мясо сельскохозяйственной птицы охлажденное,239992.0,,,244,243056105674605710100100070030000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПТИЦЕФАБРИКА ""ГЮНЕЙ""",0523014417,052301001,2024-12-10 18:05:00,2024-12-31
2385,3056105674624000004,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000004,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,4,Масло сливочное,351959.24,,,244,243056105674605710100100070040000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-03 18:16:00,2024-12-31
2386,3056105674624000005,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000012,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,6,Говядина охлажденная,279393.05,,,244,243056105674605710100100070060000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-04 09:41:00,2024-12-31
2387,3056105674624000006,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000013,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,5,Молоко питьевое,409200.54,,,244,243056105674605710100100070130000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-04 09:44:00,2024-12-31
2388,3056105674624000007,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000005,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,7,Сметана,30215.04,,,244,243056105674605710100100070070000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-04 09:46:00,2024-12-31
2389,3056105674624000008,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000001,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,8,Смесь сушеных фруктов (сухой компот),51627.0,,,244,243056105674605710100100070080000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-04 09:47:00,2024-12-31
2390,3056105674624000009,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000006,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,9,Творог,130917.98,,,244,243056105674605710100100070090000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2024-06-04 09:49:00,2024-12-31
2391,3056105674624000010,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000007,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,10,Хлеб недлительного хранения,174928.6,,,244,243056105674605710100100070100000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2025-08-29 15:06:00,2024-12-31
2392,3056105674624000011,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000011,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,11,Яблоки,41390.88,,,244,243056105674605710100100070110000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2025-08-29 15:06:00,2024-12-31
2393,3056105674624000012,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""ДЕТСКИЙ САД № 75"" КОМБИНИРОВАННОГО ВИДА",0561056746,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300129724000008,2024-05-29,Протокол подведения итогов определения поставщика № ИЗТ1 от 29.05.2024 00:00:00,2024-06-03,12,Яйца куриные в скорлупе свежие,90419.44,,,244,243056105674605710100100070120000244,МАХАЧЕВ МАГОМЕДГАДЖИЕВИЧ ГАДЖИ,056000765475,,2025-08-29 15:06:00,2024-12-31
2394,3056204252024000006,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА С ВНУТРИГОРОДСКИМ ДЕЛЕНИЕМ ""ГОРОД МАХАЧКАЛА""",0562042520,057201001,Местный бюджет,"Бюджет Муниципального Образования городской округ ""город Махачкала""",,Электронный аукцион,0303300064724000047,2024-05-21,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭА1 от 21.05.2024 00:00:00",2024-06-03,0303300064724000047,"Трансляция на телевизионном канале, имеющем статус официально зарегистрированного средства массовой информации, информационно телевизионных выпусков о деятельности Администрации Муниципального образования городского округа «город Махачкала» и ее органов, о политическом, экономическом и социальном развитии г.Махачкалы.",1046818.5,001-0113-9610009203-244,,244,243056204252005720100100150016020244,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""ВСЕРОССИЙСКАЯ ГОСУДАРСТВЕННАЯ ТЕЛЕВИЗИОННАЯ И РАДИОВЕЩАТЕЛЬНАЯ КОМПАНИЯ"" ""ГОСУДАРСТВЕННАЯ ТЕЛЕВИЗИОННАЯ И РАДИОВЕЩАТЕЛЬНАЯ КОМПАНИЯ ""ДАГЕСТАН"",ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВСЕРОССИЙСКАЯ ГОСУДАРСТВЕННАЯ ТЕЛЕВИЗИОННАЯ И РАДИОВЕЩАТЕЛЬНАЯ КОМПАНИЯ""","7714072839,7714072839","057302001,771401001",2024-12-27 16:43:00,2024-08-01
