customer_id,customer_name,customer_inn,customer_kpp
452,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФИНАНСОВЫЙ ОТДЕЛ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""НОГАЙСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН""",0525140664,052501001
453,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО КОЧУБЕЙ"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004194,053101001
454,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД ""ЛАСТОЧКА"" СЕЛА ЧИНАР""",0512027372,051201001
455,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ИНТЕРНАТ № 5""",0560002402,057301001
456,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №32""",0561056785,057101001
457,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №45""",0572008455,057201001
458,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ ""ГОРОД КАСПИЙСК"" РЕСПУБЛИКИ ДАГЕСТАН ""ДЕТСКИЙ САД №16 ""ЧЕБУРАШКА""",0545022281,055401001
459,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАЯКЕНТСКИЙ РАЙОН""",0515004398,051501001
460,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 21 ИМ. С. СТАЛЬСКОГО"" ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ""",0542010263,054201001
461,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2""",0560037010,057301001
462,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №16 ""СЕМИЦВЕТИК"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547012218,054701001
463,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БРЯНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ГАДЖИМАГОМЕДОВА НУРМАГОМЕДА ЭНГЕЛЬСОВИЧА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0547005958,051701001
464,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""ТАБАСАРАНСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0530011128,053001001
465,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""КИЗЛЯРСКАЯ МЕЖПОСЕЛЕНЧЕСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БИБЛИОТЕКА""",0517000487,051701001
466,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ ""ТАД-МАГИТЛИНСКИЙ"" АХВАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0503005679,050301001
467,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 72""",0560034877,057301001
468,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ Г.МАХАЧКАЛЫ ""СПОРТИВНАЯ ШКОЛА ""ГОРОДСКОЙ ЦЕНТР СПОРТИВНЫХ ЕДИНОБОРСТВ""",0572014995,057201001
469,"АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО РАЙОНА ""СОВЕТСКИЙ РАЙОН"" ГОРОДА МАХАЧКАЛЫ",0572012814,057201001
470,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦВЕТКОВСКИЙ ДЕТСКИЙ САД"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517003230,051701001
471,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЯСНОПОЛЯНСКИЙ ДЕТСКИЙ САД"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517003199,051701001
472,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""БОЛЬШЕАРЕШЕВСКИЙ"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517003671,051701001
473,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО КАРАБУДАХКЕНТ"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522017327,052201001
474,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ №4 ИМЕНИ ГЕРОЯ РОССИЙСКОЙ ФЕДЕРАЦИИ С.В.ПОДВАЛЬНОГО""",0562066480,057201001
475,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО ЛОЛОГОНИТЛЬ"" АХВАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0503005647,050301001
476,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №9 КОМБИНИРОВАННОГО ВИДА""",0562068423,057201001
477,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""КРАЙНОВСКИЙ"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517003618,051701001
478,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ С.НОВОЛАКСКОЕ,0524004362,052401001
479,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 24 ""РОМАШКА""",0545021023,055401001
480,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 4 ""КРЕПЫШ"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547004778,054701001
481,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ХРЮГСКИЙ"" АХТЫНСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0504005054,050401001
482,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО КУДИЯБРОСО"" АХВАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН.",0503005735,050301001
483,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО РАЙОНА ""БОТЛИХСКИЙ РАЙОН""",0506003006,050601001
484,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК"" РЕСПУБЛИКИ ДАГЕСТАН ""МНОГОПРОФИЛЬНАЯ ГИМНАЗИЯ № 16"" ИМЕНИ ГЕРОЯ РОССИЙСКОЙ ФЕДЕРАЦИИ МАГОМЕДЖАНОВА МАГОМЕДАЛИ КАМИЛЬЕВИЧА",0500000915,050001001
485,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО БАБАЮРТ"" БАБАЮРТОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0505009975,050501001
486,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №29""",0562068720,057201001
487,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ ""ХАЛИМБЕКАУЛЬСКИЙ""",0507023686,050701001
488,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД ""СОЛНЫШКО"" С. БОТЛИХ"" МУНИЦИПАЛЬНОГО РАЙОНА ""БОТЛИХСКИЙ РАЙОН""",0506005821,050601001
489,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""КАРДОНОВСКИЙ"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517003625,051701001
490,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №35""",0562070246,057201001
491,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 8 ""РЕПКА"" ГОРОДСКОГО ОКРУГА "" ГОРОД КИЗЛЯР""",0547004802,054701001
492,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ"" ДЛЯ ДЕТЕЙ ДОШКОЛЬНОГО И МЛАДШЕГО ШКОЛЬНОГО ВОЗРАСТА ""ПРОГИМНАЗИЯ №15""",0542015261,054201001
493,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 61""",0573011436,057301001
494,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК"" СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 12",0554005652,055401001
495,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №7 ИМ.А.АЛИБЕКОВА""",0544020563,054401001
496,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАДЕТСКАЯ МОРСКАЯ ШКОЛА-ИНТЕРНАТ ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА М.И. ГАДЖИЕВА""",0545016390,055401001
497,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА-ДЕТСКИЙ САД № 6 ""РОМАШКА"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547005323,054701001
498,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №10 ""ЗОЛОТОЙ КЛЮЧИК"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547004827,054701001
499,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПРИВОЛЬНЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004846,053101001
500,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛЕКСАНДРО-НЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004902,053101001
501,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КУЗНЕЦОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004860,053101001
502,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВО-ДМИТРИЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004772,053101001
503,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ХОЗЯЙСТВЕННОГО И ТРАНСПОРТНОГО ОБСЛУЖИВАНИЯ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""МАГАРАМКЕНТСКИЙ РАЙОН""",0523015241,052301001
504,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВОРОМАНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004814,053101001
505,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАРАБАГЛИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004892,053101001
506,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЧУБЕЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004807,053101001
507,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЮРКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004765,053101001
508,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""РАЗДОЛЬЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004941,053101001
509,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВО-ГЕОРГИЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004910,053101001
510,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАЛИНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004885,053101001
511,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""РАССВЕТОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531010864,053101001
512,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЧУБЕЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004797,053101001
513,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТАРУМОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004821,053101001
514,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТАЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531004927,053101001
515,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №4 ИМЕНИ А.П. ГАЙДАРА"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547004680,054701001
516,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД №33 ""РУСАЛОЧКА"" ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ""",0542015399,054201001
517,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9 Г.КАСПИЙСКА ИМЕНИ ГЕРОЕВ РОССИИ-ПОГРАНИЧНИКОВ"".",0545021760,055401001
518,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №41"" ОБЩЕРАЗВИВАЮЩЕГО ВИДА ГОРОДА МАХАЧКАЛЫ",0562068582,057201001
519,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №22 ""СОЛНЫШКО""",0545021070,055401001
520,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 12 ""БУРАТИНО"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""""",0547004841,054701001
521,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 29 ""УМНИЧКИ""",0522023176,052201001
522,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 8 ""ДЮЙМОВОЧКА""",0545019923,055401001
523,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 17 ""БУРАТИНО""",0545018800,055401001
524,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК"" ""ГИМНАЗИЯ № 12 ИМЕНИ АНВАРА АДЖИЕВА""",0554005652,055401001
525,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК""""КАСПИЙСКАЯ ГИМНАЗИЯ №11"" ИМЕНИ СУЛЕЙМАНА СТАЛЬСКОГО",0554004553,055401001
526,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО КУРКЕНТ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529906822,052901001
527,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНАЯ ДЕЖУРНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА АДМИНИСТРАЦИИ ДЕРБЕНТСКОГО РАЙОНА""",0512086956,051201001
528,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 30 ""ЗВЕЗДОЧКА""",0545027610,055401001
529,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 5 ""ГУСЕЛЬКИ""",0545019793,055401001
530,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 1 ""ВАСИЛЁК""",0545022122,055401001
531,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 29 ""ДЕЛЬФИНЧИК""",0545022154,055401001
532,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3 ИМЕНИ ГАДЖИБЕКОВА А.И.""",0545020510,055401001
533,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""ДЕРБЕНТСКИЙ РАЙОН""""",0542017163,051201001
534,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 14 ""РАДУГА"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547009416,054701001
535,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ХУНЗАХСКИЙ РАЙОН""",0536002465,053601001
536,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ МЕРОПРИЯТИЙ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ПОЖАРНОЙ БЕЗОПАСНОСТИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ ""ГОРОД ХАСАВЮРТ""",0544019102,054401001
